,price,m2,age,floor,total_room,district_encoded,neighbor_encoded
4440,2800000,95,28,1.0,3,4547597.902097902,14628409.090909092
4441,12950000,100,8,2.0,3,18766793.31306991,21011136.363636363
4442,4000000,80,0,2.0,2,6106125.056426332,8019684.777173913
4443,14250000,165,17,3.0,4,9683732.91925466,21864065.93406593
4444,3700000,90,30,2.0,3,10309326.797385622,5011111.111111111
4445,3710000,55,0,0.0,2,5749051.802409639,5525100.0
4446,5000000,85,0,1.0,3,7340518.640677966,5899931.034482759
4447,5300000,95,0,2.0,3,3909949.1525423727,5131250.0
4448,4050000,80,10,1.0,3,7754128.301886792,3811666.6666666665
4449,7500000,100,30,6.0,3,18840772.21851852,11160270.27027027
4451,5750000,95,21,1.0,3,8508896.555172414,5710389.610389611
4452,9850000,55,0,3.0,2,18766793.31306991,21011136.363636363
4453,4300000,90,40,3.0,3,4254808.612440191,3978888.888888889
4454,3250000,85,22,12.0,2,8397364.775800712,6044116.504854369
4457,2500000,75,11,12.0,3,3987994.5945945946,4813397.435897436
4461,21000000,211,5,5.0,6,20111125.68306011,17814285.714285713
4462,2650000,85,4,24.0,2,2769582.4657534244,3409197.662790697
4463,9500000,200,7,3.0,4,8011979.826612903,6994235.820895523
4464,4850000,100,21,3.0,4,11259699.059561128,7152941.176470588
4465,2100000,118,13,24.0,3,2769582.4657534244,2284526.263157895
4467,3330000,70,6,1.0,3,8397364.775800712,6044116.504854369
4468,4100000,130,16,6.0,4,4970295.55403868,6057293.357798165
4469,12500000,130,25,2.0,3,20111125.68306011,23475000.0
4471,4300000,75,7,2.0,3,5749051.802409639,4665867.647058823
4472,2580000,70,12,0.5,3,4138010.251282051,3517362.068965517
4473,2850000,85,5,0.0,3,5749051.802409639,4267661.957746479
4474,15950000,90,0,5.0,3,18766793.31306991,20307026.315789472
4475,8000000,130,35,3.0,4,11259699.059561128,14628409.090909092
4478,7700000,145,16,4.0,5,11259699.059561128,4676827.383297645
4479,7800000,128,2,4.0,4,5478152.10355987,6870747.126436782
4480,7380000,120,47,12.0,4,7962301.739130435,9074265.306122448
4481,4250000,90,0,1.0,3,4059405.832635984,4326578.947368421
4482,4300000,180,11,0.0,6,5749051.802409639,6577302.325581395
4483,3550000,100,0,2.0,3,3884916.195530726,3640600.0
4484,6500000,120,5,0.0,3,7001761.904761905,10352631.578947367
4485,11000000,220,8,4.0,6,7962301.739130435,7948520.599250936
4487,4500000,90,0,2.0,3,5297494.923337092,6343338.129496403
4489,7250000,130,45,2.0,4,18766793.31306991,11202090.0
4490,11950000,108,5,1.0,3,18766793.31306991,13471150.0
4493,8600000,125,36,0.5,3,18766793.31306991,21011136.363636363
4494,6400000,75,0,2.0,3,7962301.739130435,7948520.599250936
4496,17000000,140,0,2.0,4,11259699.059561128,15475294.11764706
4497,9350000,120,6,2.0,3,7962301.739130435,9215404.624277456
4498,17950000,135,5,1.0,4,18766793.31306991,21011136.363636363
4500,4400000,95,5,3.0,3,3909949.1525423727,3320833.333333333
4502,26950000,130,6,9.0,4,18766793.31306991,21011136.363636363
4503,8400000,250,0,4.0,6,4970295.55403868,6057293.357798165
4504,1850000,85,31,9.0,3,4871095.435684647,4191666.6666666665
4506,5040000,160,3,4.0,5,6559200.238609113,5001250.0
4507,9500000,155,11,3.0,3,5848907.837837838,5899931.034482759
4509,11250000,125,8,2.0,4,7962301.739130435,9215404.624277456
4510,5990000,150,25,1.0,4,7962301.739130435,7948520.599250936
4511,3950000,110,29,5.0,4,4547597.902097902,3598055.5555555555
4512,1890000,130,0,3.0,3,2769582.4657534244,2487814.777777778
4513,1725000,125,0,3.0,3,2769582.4657534244,3480374.958333333
4514,20950000,180,0,11.0,6,18766793.31306991,15964615.384615384
4515,3999000,115,0,2.0,3,4970295.55403868,5269146.553333334
4516,14900000,150,16,0.0,4,16676002.409638554,24290404.04040404
4517,14500000,110,6,4.0,3,18766793.31306991,21011136.363636363
4518,5650000,60,0,0.5,3,7962301.739130435,8532544.827586208
4519,3900000,100,0,4.0,3,3987994.5945945946,4813397.435897436
4520,7499000,165,1,1.0,4,4970295.55403868,5269146.553333334
4521,17500000,140,0,3.0,4,11259699.059561128,13551096.774193548
4522,7200000,180,0,5.0,6,6559200.238609113,4676827.383297645
4523,2395000,110,30,5.0,3,5297494.923337092,4706222.804347826
4525,3900000,100,26,0.0,3,8397364.775800712,7487454.545454546
4526,34000000,200,31,3.0,4,18840772.21851852,33583333.333333336
4527,4250000,75,9,9.0,3,7340518.640677966,5899931.034482759
4528,5500000,90,15,2.0,3,8397364.775800712,6044116.504854369
4530,12500000,160,31,5.0,4,8397364.775800712,10199500.0
4531,13850000,120,5,0.0,4,18766793.31306991,20307026.315789472
4532,3650000,120,32,2.0,4,5297494.923337092,6343338.129496403
4533,2850000,90,20,0.0,3,4547597.902097902,6994235.820895523
4534,8500000,109,45,5.0,4,11259699.059561128,8964285.714285715
4537,2600000,60,0,-1.0,2,5749051.802409639,9257611.925373135
4538,1620000,55,5,0.0,3,5297494.923337092,4811928.571428572
4540,6500000,100,5,13.0,3,5749051.802409639,5340163.265306123
4541,4750000,150,0,4.0,4,6559200.238609113,5049988.159763314
4542,4250000,150,20,10.0,4,4970295.55403868,3955500.0
4543,15000000,120,31,3.0,4,20111125.68306011,23475000.0
4544,8700000,135,31,6.0,4,8397364.775800712,11202090.0
4547,3995000,100,11,0.0,3,5478152.10355987,5041428.571428572
4548,18300000,135,6,1.0,4,18766793.31306991,26454424.778761063
4550,5990000,80,25,1.0,3,20111125.68306011,5120000.0
4551,6750000,85,0,1.0,3,7962301.739130435,9215404.624277456
4552,2950000,60,45,0.0,2,10309326.797385622,6236111.111111111
4553,7160000,110,7,0.0,3,7962301.739130435,7948520.599250936
4554,8500000,135,14,6.0,4,7340518.640677966,7845625.0
4555,2979999,120,1,3.0,3,2769582.4657534244,3480374.958333333
4556,5500000,75,30,0.5,3,18766793.31306991,13471150.0
4558,10500000,150,27,2.0,4,7962301.739130435,9074265.306122448
4559,7000000,79,1,3.0,3,10309326.797385622,8275000.0
4560,2385000,130,26,1.0,4,5848907.837837838,3322187.5
4561,12500000,100,5,6.0,4,18766793.31306991,9520094.33962264
4562,4750000,55,0,0.0,2,7962301.739130435,8532544.827586208
4563,6850000,120,0,3.0,4,6559200.238609113,4462624.113475177
4564,5300000,100,31,0.0,3,18766793.31306991,10189857.142857144
4565,1450000,90,0,4.0,2,4970295.55403868,1957914.2571428567
4566,3000000,75,10,1.0,3,5367273.031914894,5377083.25
4567,13500000,125,16,0.0,3,18840772.21851852,28713409.09090909
4569,1725000,55,7,0.0,2,5297494.923337092,3367270.833333333
4570,6900000,91,15,3.0,4,11981780.303030305,17206197.183098592
4571,41000000,238,21,2.0,5,18840772.21851852,32659285.71428572
4572,6200000,100,4,1.0,3,7962301.739130435,6826884.057971015
4575,5750000,95,25,0.0,3,11259699.059561128,15854853.658536583
4576,5750000,145,0,3.0,4,4970295.55403868,3526234.2890625
4577,5900000,100,26,0.0,4,7962301.739130435,8532544.827586208
4578,2480000,77,0,0.0,3,4547597.902097902,14628409.090909092
4581,2940000,115,11,-1.0,4,5749051.802409639,10140060.606060604
4582,3500000,70,15,0.0,2,8011979.826612903,6835168.0
4583,4800000,75,15,6.0,3,5297494.923337092,9753616.279069768
4584,34750000,275,31,5.0,7,16676002.409638554,18666176.47058824
4586,3600000,130,0,3.0,4,5297494.923337092,5071440.677966102
4587,8250000,125,0,1.0,4,5297494.923337092,6343338.129496403
4588,2150000,85,38,-1.0,3,4254808.612440191,2762857.1428571427
4589,6750000,85,1,0.0,3,7962301.739130435,7948520.599250936
4590,9500000,115,3,11.0,4,7437451.282051282,7355370.37037037
4591,18000000,200,0,6.0,4,18840772.21851852,13705463.157894736
4592,41000000,275,0,4.0,6,18766793.31306991,26454424.778761063
4593,6299000,105,1,6.0,3,8011979.826612903,10383222.111111112
4594,6675000,90,11,0.0,3,7962301.739130435,8532544.827586208
4595,4950000,115,1,1.0,3,4970295.55403868,5269146.553333334
4596,15200000,105,4,13.0,3,20111125.68306011,20641170.21276596
4597,6200000,85,10,7.0,2,5749051.802409639,4985416.666666667
4598,10000000,200,0,5.0,6,8011979.826612903,6835168.0
4599,4850000,90,4,6.0,3,7437451.282051282,5049988.159763314
4600,15450000,250,0,6.0,7,11259699.059561128,15854853.658536583
4601,16500000,130,7,7.0,4,18766793.31306991,20307026.315789472
4602,1770000,100,8,-3.0,2,4970295.55403868,4676827.383297645
4603,3950000,55,7,0.5,2,5749051.802409639,5525100.0
4604,4195000,90,1,1.0,3,4547597.902097902,6136547.619047619
4605,27650000,135,5,9.0,4,18766793.31306991,28832777.777777776
4606,9350000,110,5,2.0,3,7962301.739130435,9215404.624277456
4607,3600000,80,5,0.0,3,7962301.739130435,4627578.125
4608,5250000,110,0,1.0,3,5848907.837837838,4787375.0
4609,3150000,115,21,3.0,3,7962301.739130435,4627578.125
4611,12000000,135,31,4.0,4,18766793.31306991,9520094.33962264
4612,5000000,85,35,2.0,3,11259699.059561128,8378260.869565218
4613,4975000,105,0,1.0,3,5478152.10355987,4811928.571428572
4614,39950000,260,22,1.0,5,18766793.31306991,21011136.363636363
4616,4950000,87,4,4.0,3,4818179.634730539,6835168.0
4617,24500000,200,0,4.0,5,16676002.409638554,9370454.545454543
4618,18750000,160,33,3.0,4,18766793.31306991,21011136.363636363
4620,5780000,86,0,4.0,3,8011979.826612903,5330999.954545454
4621,6000000,145,0,4.0,4,7437451.282051282,5049988.159763314
4622,3550000,85,5,0.5,3,5749051.802409639,4107124.9583333335
4623,6000000,180,0,3.0,6,5297494.923337092,4811928.571428572
4626,3650000,100,0,0.5,3,3884916.195530726,4153846.153846154
4627,10500000,145,9,12.0,5,5749051.802409639,5340163.265306123
4628,3849000,134,1,3.0,4,7736038.525691699,6884805.155844156
4630,3225000,124,3,0.5,4,4818179.634730539,6835168.0
4633,3575000,90,5,4.0,3,5367273.031914894,4979515.121212121
4634,22000000,147,0,11.0,4,18766793.31306991,20307026.315789472
4635,4500000,85,12,1.0,3,6559200.238609113,4249098.484848484
4636,3450000,110,22,4.0,3,5749051.802409639,3863725.0
4637,9850000,90,0,8.0,3,18766793.31306991,16348132.231404958
4638,4400000,135,5,3.0,4,4970295.55403868,6057293.357798165
4639,3875000,80,5,1.0,3,7962301.739130435,5226666.666666667
4640,5300000,130,5,3.0,4,7962301.739130435,4627578.125
4641,3600000,90,0,0.5,3,5877304.964539007,4694375.0
4642,5850000,80,1,0.0,3,7736038.525691699,9859833.333333334
4643,3400000,110,11,3.0,4,7962301.739130435,4627578.125
4645,23950000,150,6,7.0,4,18766793.31306991,17185621.62162162
4646,4250000,110,0,3.0,3,4138010.251282051,3539500.0
4647,4600000,170,20,3.0,4,4970295.55403868,6057293.357798165
4648,2300000,65,4,7.0,2,4970295.55403868,3526234.2890625
4649,4200000,90,7,-0.5,3,4254808.612440191,2762857.1428571427
4650,15950000,200,5,4.0,5,7962301.739130435,9215404.624277456
4651,7500000,110,8,2.0,4,8508896.555172414,6251428.571428572
4652,12000000,275,25,12.0,3,11259699.059561128,11955263.157894736
4653,3050000,95,13,0.5,4,6559200.238609113,4249098.484848484
4657,10000000,200,0,4.0,6,8011979.826612903,6835168.0
4658,11000000,135,20,0.0,4,18766793.31306991,10189857.142857144
4659,8500000,115,5,1.0,4,18766793.31306991,8770657.894736841
4661,41000000,225,24,14.0,5,18766793.31306991,28832777.777777776
4662,2400000,70,30,0.5,2,6106125.056426332,4201666.625
4663,1970000,80,6,0.5,3,2769582.4657534244,2772500.0
4664,2750000,85,19,-1.0,3,5749051.802409639,3863725.0
4665,2250000,95,26,2.0,3,6106125.056426332,3214278.571428572
4666,3750000,100,35,4.0,3,3987994.5945945946,4676827.383297645
4667,13500000,165,0,3.0,6,11259699.059561128,10905714.285714284
4668,5750000,120,6,3.0,4,5367273.031914894,8947250.0
4669,29100000,250,3,4.0,6,16676002.409638554,18666176.47058824
4670,4650000,275,0,3.0,6,4970295.55403868,5269146.553333334
4671,3500000,125,25,6.0,4,6106125.056426332,6086363.590909091
4672,9000000,100,30,3.0,3,10309326.797385622,7672148.4375
4673,4632000,100,19,3.0,3,18766793.31306991,9586294.11764706
4674,2300000,80,0,0.5,3,4818179.634730539,3660818.1818181816
4675,3300000,110,25,0.5,4,4970295.55403868,6487466.45
4676,14550000,100,0,5.0,3,18766793.31306991,17185621.62162162
4677,4150000,100,31,3.0,3,4871095.435684647,4330600.0
