,price,m2,age,floor,total_room,district_encoded,neighbor_encoded
15319,4750000,100,11,0.0,3,7340518.640677966,6504166.666666667
15320,4550000,95,9,2.0,3,7754128.301886792,5008703.703703703
15321,4500000,95,25,2.0,3,7340518.640677966,4811904.761904762
15322,3600000,84,30,0.0,3,7962301.739130435,7948520.599250936
15323,4100000,105,40,0.5,3,7962301.739130435,6870747.126436782
15324,9000000,140,25,3.0,4,5749051.802409639,5525100.0
15325,19500000,110,0,3.0,4,18840772.21851852,13705463.157894736
15326,14750000,150,0,0.0,3,18766793.31306991,10189857.142857144
15327,3650000,100,35,1.0,3,5478152.10355987,3428043.4782608696
15328,4350000,90,11,2.0,3,5297494.923337092,5548285.685714286
15329,11500000,100,40,2.0,3,11981780.303030305,12903979.591836736
15331,5100000,109,11,2.0,3,5297494.923337092,5548285.685714286
15332,4650000,85,5,1.0,3,9683732.91925466,13551096.774193548
15333,6300000,115,0,1.0,4,7754128.301886792,6136580.645161291
15334,1620000,65,45,0.0,2,4254808.612440191,2762857.1428571427
15335,5500000,250,17,5.0,5,7736038.525691699,6884805.155844156
15336,12800000,250,0,5.0,4,5297494.923337092,5548285.685714286
15337,1450000,80,25,1.0,2,5297494.923337092,5071440.677966102
15338,1750000,65,30,-0.5,2,4254808.612440191,3709696.9696969697
15339,18500000,100,50,2.0,3,18840772.21851852,25264571.42857143
15340,4250000,90,5,0.5,4,8508896.555172414,4426956.521739131
15341,2750000,125,35,5.0,4,4547597.902097902,6994235.820895523
15342,4250000,115,11,2.0,3,5478152.10355987,5030000.0
15343,6750000,115,30,3.0,4,4254808.612440191,6637500.0
15344,4600000,115,13,3.0,4,7754128.301886792,6326666.666666667
15346,2650000,80,5,0.5,3,5367273.031914894,3491500.0
15347,7750000,123,0,0.0,2,6559200.238609113,12699506.787330316
15348,3425000,60,10,3.0,2,5848907.837837838,5445714.285714285
15349,3050000,80,10,1.0,3,5297494.923337092,5071440.677966102
15351,4000000,75,0,2.0,2,6106125.056426332,8019684.777173913
15352,6400000,90,0,1.0,3,7962301.739130435,8532544.827586208
15353,4850000,70,0,0.5,3,7340518.640677966,4811904.761904762
15354,2100000,85,28,1.0,2,5297494.923337092,4409719.101123596
15355,2150000,80,0,0.5,3,7736038.525691699,3928950.0
15356,1800000,85,31,0.0,3,4254808.612440191,3300000.0
15357,2950000,70,0,3.0,2,4059405.832635984,3746428.5714285714
15359,2850000,80,31,6.0,3,4254808.612440191,3833292.682926829
15360,7350000,120,28,9.0,3,18766793.31306991,10494230.76923077
15361,3200000,70,7,12.0,3,3909949.1525423727,4706222.804347826
15362,2940000,110,26,-1.0,3,10309326.797385622,4145333.3333333335
15363,8250000,125,0,3.0,4,7962301.739130435,7948520.599250936
15364,1675000,110,27,9.0,3,3909949.1525423727,4811928.571428572
15365,1950000,90,26,1.0,3,6559200.238609113,8573454.545454545
15366,1950000,90,25,1.0,3,3884916.195530726,3901777.777777778
15367,10500000,220,0,4.0,6,4871095.435684647,4863333.333333333
15368,17500000,250,50,-2.0,6,10309326.797385622,17536538.46153846
15369,3250000,90,28,0.5,3,11259699.059561128,8567391.304347826
15370,1899999,105,4,2.0,3,2769582.4657534244,2551203.6481481483
15371,2500000,105,20,-2.0,3,5749051.802409639,4985416.666666667
15372,6850000,272,11,3.0,5,11259699.059561128,4676827.383297645
15373,5500000,100,0,13.0,3,5297494.923337092,4706222.804347826
15374,11250000,120,11,0.0,4,15576012.658227848,21515789.47368421
15375,4500000,98,31,4.0,3,11259699.059561128,5508072.727272728
15376,2750000,155,32,4.0,4,4138010.251282051,3539500.0
15378,26500000,248,4,14.0,6,18766793.31306991,16348132.231404958
15379,17500000,130,40,2.0,4,18840772.21851852,28713409.09090909
15381,3000000,95,20,4.0,3,8397364.775800712,3658924.0506329113
15382,1700000,80,29,2.0,3,5749051.802409639,3863725.0
15384,6214000,170,0,4.0,5,4818179.634730539,6835168.0
15385,12999000,150,0,4.0,5,7962301.739130435,8532544.827586208
15386,9950000,90,0,4.0,3,18766793.31306991,16348132.231404958
15387,8580000,130,26,3.0,4,7962301.739130435,7841056.338028169
15388,32000000,175,30,5.0,5,18766793.31306991,21011136.363636363
15389,5000000,150,35,2.0,5,5297494.923337092,6343338.129496403
15390,21000000,275,30,12.0,6,11981780.303030305,17206197.183098592
15391,14900000,110,0,5.0,4,18840772.21851852,13705463.157894736
15392,4250000,95,26,1.0,4,10309326.797385622,4400000.0
15394,4330000,110,11,-1.0,4,8011979.826612903,6994235.820895523
15396,22000000,140,0,3.0,4,18766793.31306991,20307026.315789472
15397,6450000,145,4,3.0,4,4970295.55403868,6057293.357798165
15398,2450000,115,21,5.0,4,5297494.923337092,4438371.212121212
15399,3475000,120,21,4.0,4,8397364.775800712,5232405.405405405
15400,6750000,250,5,1.0,6,4547597.902097902,4232000.0
15401,16000000,140,41,0.0,4,11981780.303030305,12903979.591836736
15402,41000000,275,31,12.0,6,20111125.68306011,24090384.615384616
15405,7200000,100,0,5.0,3,7962301.739130435,9215404.624277456
15406,2200000,100,8,3.0,3,2769582.4657534244,2241192.821428572
15407,29950000,145,5,9.0,4,18766793.31306991,26454424.778761063
15408,7475000,275,13,12.0,7,5478152.10355987,4590144.913043479
15409,5850000,90,0,3.0,3,7340518.640677966,8964375.0
15410,1850000,120,0,0.0,4,4970295.55403868,4676827.383297645
15411,1529000,110,0,0.5,3,2769582.4657534244,4676827.383297645
15413,4950000,93,2,3.0,3,7437451.282051282,6540302.631578947
15414,8000000,220,5,5.0,6,7437451.282051282,6662500.0
15415,22750000,200,26,10.0,6,18766793.31306991,14403960.0
15416,1550000,110,0,3.0,3,2769582.4657534244,4706222.804347826
15417,4200000,160,10,0.5,4,4138010.251282051,3856060.2168674697
15418,5150000,180,25,2.0,3,5478152.10355987,6994235.820895523
15419,3350000,120,35,5.0,4,4871095.435684647,4740909.090909091
15420,4780000,135,31,1.0,3,5848907.837837838,11314807.692307692
15421,5000000,143,11,3.0,4,7001761.904761905,5000000.0
15423,6000000,85,6,2.0,3,5749051.802409639,9257611.925373135
15424,12250000,190,11,12.0,5,8397364.775800712,10352631.578947367
15425,7150000,90,0,2.0,3,7962301.739130435,6870747.126436782
15426,18000000,120,35,3.0,4,18840772.21851852,21356666.666666668
15427,2500000,90,38,9.0,3,4254808.612440191,3833292.682926829
15429,12000000,120,4,0.5,3,10309326.797385622,14869047.61904762
15430,3100000,110,13,1.0,4,2769582.4657534244,5049988.159763314
15431,1850000,100,22,0.0,4,4059405.832635984,4185714.285714286
15432,12500000,165,40,4.0,5,6559200.238609113,12699506.787330316
15433,3000000,115,29,3.0,6,6559200.238609113,3409197.662790697
15434,3900000,115,25,12.0,4,4970295.55403868,3955500.0
15435,1700000,70,7,0.5,3,2769582.4657534244,2241192.821428572
15436,2750000,140,12,1.0,4,2769582.4657534244,7841056.338028169
15437,3200000,85,25,0.5,3,5848907.837837838,5276792.333333333
15438,3450000,90,4,3.0,3,4059405.832635984,3597857.07936508
15439,3680000,80,7,2.0,3,5478152.10355987,5614166.666666667
15441,8800000,160,11,4.0,4,6106125.056426332,7750904.714285715
15442,3150000,85,17,1.0,3,5749051.802409639,4985416.666666667
15443,12000000,168,11,2.0,4,6559200.238609113,8573454.545454545
15444,4270000,95,4,6.0,3,9683732.91925466,6540302.631578947
15445,8850000,90,8,2.0,3,11259699.059561128,8567391.304347826
15446,7500000,200,5,2.0,6,5297494.923337092,4409719.101123596
15447,7200000,130,50,2.0,4,11259699.059561128,10450000.0
15448,10500000,125,0,2.0,3,8508896.555172414,8568181.818181818
15449,3250000,95,4,0.5,3,4059405.832635984,3597857.07936508
15450,18500000,120,0,6.0,4,18766793.31306991,17185621.62162162
15451,14490000,100,0,7.0,3,18766793.31306991,21011136.363636363
15452,3300000,140,26,2.0,4,5749051.802409639,5525100.0
15453,12300000,85,0,8.0,3,18766793.31306991,21011136.363636363
15454,8250000,115,50,2.0,4,10309326.797385622,7675000.0
15456,7600000,110,24,0.5,2,20111125.68306011,17814285.714285713
15457,25000000,230,5,11.0,4,18766793.31306991,15964615.384615384
15458,6500000,135,0,6.0,4,6559200.238609113,4988341.164705883
15459,7500000,110,40,5.0,4,8397364.775800712,10352631.578947367
15460,12000000,187,9,13.0,4,5478152.10355987,5945086.956521739
15461,3500000,220,5,5.0,6,4970295.55403868,3526234.2890625
15462,6275000,150,21,4.0,4,7437451.282051282,7921470.588235294
15463,9250000,220,5,0.0,5,4970295.55403868,6057293.357798165
15464,7000000,168,4,13.0,4,7736038.525691699,6884805.155844156
15465,8999999,200,5,2.0,4,6106125.056426332,6086363.590909091
15466,9450000,125,31,2.0,4,16676002.409638554,18666176.47058824
15467,5200000,75,0,1.0,3,9683732.91925466,5826067.567567567
15468,3750000,92,4,1.0,3,4818179.634730539,5526153.807692308
15471,3000000,80,0,0.0,3,5297494.923337092,6343338.129496403
15472,5500000,100,0,3.0,3,8011979.826612903,10383222.111111112
15474,5400000,110,26,6.0,3,18840772.21851852,13705463.157894736
15475,3490000,130,31,5.0,4,4871095.435684647,6994235.820895523
15476,3100000,110,4,1.0,3,2769582.4657534244,2487814.777777778
15477,2099000,80,0,3.0,2,2769582.4657534244,4627249.928571428
15478,1450000,90,26,-0.5,3,4547597.902097902,4706222.804347826
15479,4850000,144,5,13.0,3,2769582.4657534244,4477380.952380952
15480,4450000,140,4,9.0,4,3987994.5945945946,6835168.0
15481,5750000,145,36,1.0,4,4254808.612440191,4670000.0
15482,6650000,135,2,3.0,4,6106125.056426332,4706222.804347826
15483,8000000,200,26,4.0,7,11259699.059561128,8378260.869565218
15485,4350000,240,21,12.0,6,5478152.10355987,3428043.4782608696
15487,27500000,145,0,10.0,4,18766793.31306991,21011136.363636363
15489,3150000,90,45,3.0,3,4254808.612440191,4012796.610169492
15490,3700000,105,38,0.5,3,4254808.612440191,3833292.682926829
15491,28000000,180,9,3.0,4,18840772.21851852,19328387.06451613
15492,5300000,70,31,6.0,3,18766793.31306991,10189857.142857144
15493,11500000,137,11,2.0,4,7962301.739130435,9215404.624277456
15494,2790000,125,5,0.0,3,5297494.923337092,5057080.0
15495,2550000,65,12,0.5,3,5749051.802409639,4107124.9583333335
15496,3350000,60,30,0.5,2,7962301.739130435,8532544.827586208
15497,2150000,85,30,2.0,3,5297494.923337092,4438371.212121212
15498,2740000,100,31,3.0,3,5848907.837837838,4811928.571428572
15499,1599999,120,4,3.0,3,2769582.4657534244,2863687.34375
15500,4300000,110,23,4.0,4,8011979.826612903,5899931.034482759
15501,2420000,115,11,0.5,4,2769582.4657534244,3074090.0
15502,2545000,105,0,4.0,3,2769582.4657534244,2649363.636363636
15503,4600000,100,45,5.0,3,16676002.409638554,11906086.956521738
15504,41000000,210,13,2.0,5,18840772.21851852,32659285.71428572
15505,12500000,150,31,5.0,3,10309326.797385622,8879166.666666666
15506,1650000,70,43,0.0,2,4254808.612440191,3573684.210526316
15507,2250000,80,30,0.0,2,10309326.797385622,2500000.0
15508,3900000,90,0,0.5,3,3884916.195530726,4153846.153846154
15509,3650000,90,11,3.0,3,4970295.55403868,3526234.2890625
15510,7290000,220,50,5.0,4,8397364.775800712,6994235.820895523
15511,5100000,160,26,4.0,6,8397364.775800712,11202090.0
15512,4300000,125,5,4.0,4,5749051.802409639,3325714.2678571427
15513,3750000,60,31,1.0,2,18840772.21851852,7868629.62962963
15514,3200000,100,31,3.0,3,4254808.612440191,4143333.3333333335
15515,5000000,110,30,4.0,4,8397364.775800712,6418684.210526316
15516,5000000,93,0,1.0,3,6106125.056426332,8019684.777173913
15517,3700000,80,38,2.0,3,4254808.612440191,4063465.3465346536
15518,15850000,275,0,6.0,7,11259699.059561128,15854853.658536583
15519,7250000,115,0,2.0,4,7437451.282051282,7890655.172413793
15520,12000000,120,35,1.0,4,8397364.775800712,15607894.736842103
15521,4550000,90,26,4.0,3,8397364.775800712,10352631.578947367
15522,3500000,85,25,-1.0,4,8397364.775800712,5057080.0
15524,6800000,170,24,5.0,5,4871095.435684647,4813621.621621622
15525,1700000,70,31,-1.0,3,4254808.612440191,5954714.285714285
15526,4775000,105,0,4.0,4,4818179.634730539,8129230.769230769
15527,8200000,230,1,8.0,7,8011979.826612903,5313413.043478261
15529,8900000,130,11,6.0,4,8508896.555172414,8331538.461538462
15530,2745000,85,5,0.0,3,7962301.739130435,5226666.666666667
15531,2700000,125,35,4.0,3,6559200.238609113,4462624.113475177
15532,3500000,100,15,4.0,2,4059405.832635984,6540302.631578947
15533,2630000,140,25,3.0,4,5367273.031914894,8019684.777173913
15535,8000000,165,0,5.0,6,6559200.238609113,4249098.484848484
15536,19950000,133,0,7.0,4,18766793.31306991,15964615.384615384
15537,1700000,90,30,0.0,3,4254808.612440191,3833292.682926829
15538,7700000,90,13,3.0,3,18766793.31306991,16348132.231404958
15539,2975000,85,21,0.0,3,6559200.238609113,4676827.383297645
15540,2600000,85,16,0.5,3,4059405.832635984,3597857.07936508
15541,7000000,85,0,0.0,3,7962301.739130435,7948520.599250936
15542,2650000,95,0,3.0,2,2769582.4657534244,4627249.928571428
15543,9885000,67,5,3.0,2,20111125.68306011,20641170.21276596
15544,28000000,250,12,0.0,5,20111125.68306011,17814285.714285713
15546,4349999,140,0,2.0,4,4970295.55403868,5269146.553333334
15547,2800000,90,18,-2.0,3,9683732.91925466,5651666.666666667
15548,7400000,100,4,3.0,3,7962301.739130435,7948520.599250936
15549,2750000,75,6,0.5,2,6559200.238609113,3409197.662790697
15551,1450000,90,0,2.0,2,4970295.55403868,3526234.2890625
15552,2950000,90,0,0.5,3,5297494.923337092,3367270.833333333
15553,7500000,160,0,7.0,5,9683732.91925466,13551096.774193548
15554,3499000,135,8,2.0,4,2769582.4657534244,2551203.6481481483
15555,14000000,220,30,2.0,5,16676002.409638554,24290404.04040404
15556,1830000,135,8,0.0,4,2769582.4657534244,2400588.2352941176
15557,20750000,135,12,3.0,4,18766793.31306991,17185621.62162162
15558,3090000,75,10,0.0,3,7340518.640677966,7470257.142857143
15559,8300000,120,7,4.0,3,5749051.802409639,5525100.0
15560,2300000,70,8,0.0,3,3909949.1525423727,3428043.4782608696
15561,6900000,120,0,1.0,4,5749051.802409639,6994235.820895523
15562,9200000,165,5,4.0,6,8397364.775800712,5232405.405405405
15564,2800000,180,28,1.0,4,4138010.251282051,7672148.4375
15565,5350000,140,26,0.5,4,6559200.238609113,12699506.787330316
15566,3250000,150,28,4.0,4,6559200.238609113,3409197.662790697
15567,4450000,70,0,1.0,3,5367273.031914894,6520022.704545454
15568,6750000,90,45,2.0,3,11981780.303030305,12903979.591836736
15569,6000000,170,13,3.0,6,5749051.802409639,9257611.925373135
15570,6700000,125,0,2.0,4,7754128.301886792,5008703.703703703
15571,3150000,95,31,1.0,3,4254808.612440191,4342142.857142857
15572,3500000,130,26,2.0,4,5297494.923337092,5548285.685714286
15574,4000000,128,4,10.0,3,7736038.525691699,9194069.76744186
15575,2600000,85,10,0.0,3,4138010.251282051,7672148.4375
15576,40000000,211,0,2.0,4,20111125.68306011,20641170.21276596
15577,8650000,180,16,0.0,3,20111125.68306011,17206197.183098592
15578,7750000,175,13,12.0,5,8508896.555172414,8568181.818181818
15579,2650000,100,5,0.0,3,5297494.923337092,4438371.212121212
15581,7000000,90,50,4.0,3,10309326.797385622,8879166.666666666
15582,7000000,90,31,3.0,2,18840772.21851852,19328387.06451613
15583,3250000,69,1,0.0,2,7736038.525691699,7842480.0
15584,12500000,185,18,3.0,6,10309326.797385622,15544444.444444444
15586,10200000,98,5,13.0,2,20111125.68306011,16373294.871794872
15587,3950000,100,25,4.0,3,5749051.802409639,3325714.2678571427
15588,7250000,145,7,9.0,5,9683732.91925466,5653750.0
15589,5500000,110,30,2.0,4,8397364.775800712,11202090.0
15590,3096000,117,48,3.0,3,8397364.775800712,4045456.5217391294
15592,9750000,128,13,13.0,3,7754128.301886792,10331944.444444444
15593,3500000,120,31,1.0,4,6559200.238609113,4462624.113475177
15594,14500000,180,16,1.0,5,7962301.739130435,8532544.827586208
15595,5150000,130,31,3.0,4,4254808.612440191,5826067.567567567
15596,7500000,75,0,1.0,3,18766793.31306991,17185621.62162162
15597,4500000,115,45,9.0,2,18766793.31306991,10189857.142857144
15598,1890000,90,2,3.0,3,4970295.55403868,3526234.2890625
15599,17000000,240,20,0.0,6,8397364.775800712,19534782.60869565
15600,3500000,95,0,0.0,3,5297494.923337092,4442812.5
15601,3844000,85,0,1.0,3,8011979.826612903,5330999.954545454
15602,39950000,245,21,1.0,5,18766793.31306991,21011136.363636363
15603,7850000,85,5,3.0,3,7962301.739130435,7841056.338028169
15604,6100000,65,8,0.5,2,7962301.739130435,9986363.636363637
15605,3790000,105,21,3.0,4,15576012.658227848,4590144.913043479
15606,9880000,100,0,2.0,3,7962301.739130435,7841056.338028169
15607,1850000,105,30,5.0,3,3909949.1525423727,4706222.804347826
15609,13000000,120,11,2.0,4,16676002.409638554,18666176.47058824
15610,23190000,130,6,3.0,4,18766793.31306991,28832777.777777776
15612,26950000,130,0,0.0,4,18766793.31306991,28832777.777777776
15613,4650000,115,9,0.5,4,5749051.802409639,3768709.677419354
15614,3950000,130,26,3.0,4,7437451.282051282,4810000.0
15615,7500000,110,0,2.0,4,5877304.964539007,10452272.727272728
15616,11500000,80,7,15.0,2,20111125.68306011,16373294.871794872
15617,5500000,80,30,2.0,3,8397364.775800712,6418684.210526316
15618,16250000,116,4,1.0,3,20111125.68306011,17814285.714285713
15621,2125000,90,30,0.5,3,7754128.301886792,5660806.451612903
15622,3695000,90,5,2.0,3,5367273.031914894,7705250.0
15623,7250000,125,6,3.0,4,5297494.923337092,4706222.804347826
15624,2450000,90,10,4.0,3,2769582.4657534244,7841056.338028169
15625,2400000,90,0,0.0,3,4059405.832635984,3883999.9696969697
15626,27650000,135,12,9.0,2,18766793.31306991,28832777.777777776
15627,4150000,120,1,2.0,3,4970295.55403868,6487466.45
15629,4250000,135,3,1.0,3,4970295.55403868,6794736.52631579
15630,25750000,200,26,7.0,5,18766793.31306991,26454424.778761063
15632,7750000,90,2,1.0,3,11259699.059561128,12699506.787330316
15633,7700000,190,0,5.0,6,6559200.238609113,5049988.159763314
15634,12300000,90,19,3.0,3,18766793.31306991,21011136.363636363
15635,4250000,80,5,2.0,3,5749051.802409639,4107124.9583333335
15636,7800000,90,4,19.0,3,18766793.31306991,8770657.894736841
15637,25750000,220,29,7.0,5,18766793.31306991,26454424.778761063
15638,5400000,55,0,1.0,2,7962301.739130435,9215404.624277456
15639,2700000,110,6,0.5,4,2769582.4657534244,2699238.095238095
15640,14950000,120,5,1.0,4,18766793.31306991,20307026.315789472
15641,6750000,200,17,5.0,6,6559200.238609113,4249098.484848484
15642,14000000,138,39,2.0,5,11981780.303030305,12903979.591836736
15644,2100000,110,7,0.0,4,2769582.4657534244,2620090.8181818184
15645,13500000,120,0,8.0,4,18766793.31306991,13471150.0
15646,17950000,275,4,9.0,6,18766793.31306991,8770657.894736841
15647,5100000,175,7,12.0,6,5478152.10355987,4590144.913043479
15648,5750000,165,4,24.0,4,2769582.4657534244,4508500.0
15649,7950000,125,31,2.0,4,18766793.31306991,9586294.11764706
15650,1950000,160,30,0.5,4,4138010.251282051,3856060.2168674697
15651,1765000,160,0,0.5,5,4970295.55403868,4676827.383297645
15652,6350000,200,5,4.0,6,5367273.031914894,6520022.704545454
15653,6470000,130,5,2.0,4,5478152.10355987,6870747.126436782
15654,4400000,150,11,3.0,4,9683732.91925466,4300000.0
15655,3600000,115,11,0.0,4,7340518.640677966,6367307.692307692
15657,4980000,125,17,1.0,4,5297494.923337092,4438371.212121212
15658,10000000,110,17,4.0,3,20111125.68306011,20641170.21276596
15660,3300000,95,15,3.0,3,3884916.195530726,3555380.9523809524
15661,2650000,80,28,0.0,3,5297494.923337092,4706222.804347826
15663,1850000,100,25,0.0,3,4059405.832635984,3883999.9696969697
15664,3499000,110,7,0.5,3,4059405.832635984,5313413.043478261
15665,4100000,130,38,1.0,4,6559200.238609113,8573454.545454545
15667,8950000,114,7,3.0,3,7437451.282051282,7890655.172413793
15668,3500000,90,5,0.5,3,7754128.301886792,5660806.451612903
15669,25000000,200,28,2.0,5,16676002.409638554,24290404.04040404
15670,5800000,115,45,6.0,4,7340518.640677966,5899931.034482759
15671,2580000,130,30,4.0,4,4138010.251282051,3856060.2168674697
15672,2650000,85,43,3.0,3,7340518.640677966,7470257.142857143
15673,2299000,95,0,0.5,3,3884916.195530726,2516000.0
15674,20950000,150,4,3.0,4,18766793.31306991,17185621.62162162
15675,7000000,90,9,7.0,3,7340518.640677966,6367307.692307692
15677,3235000,100,7,12.0,3,3909949.1525423727,4706222.804347826
15678,1800000,110,38,0.0,3,4254808.612440191,3709696.9696969697
15679,8000000,160,25,3.0,4,7962301.739130435,8317777.777777778
15680,5080000,92,9,10.0,2,5478152.10355987,5945086.956521739
15681,2800000,135,5,6.0,3,4970295.55403868,4676827.383297645
15682,4495000,90,5,1.0,4,8397364.775800712,6044116.504854369
15683,12690000,110,5,2.0,4,18766793.31306991,17185621.62162162
15684,6950000,115,0,1.0,4,9683732.91925466,5653750.0
15685,3750000,100,21,3.0,3,8397364.775800712,6044116.504854369
15686,3699000,90,0,3.0,3,4818179.634730539,4508500.0
15687,6500000,275,5,4.0,6,6106125.056426332,6910538.461538462
15688,4950000,110,4,0.5,4,5478152.10355987,5614166.666666667
15689,7950000,165,5,8.0,3,4970295.55403868,6134857.085714285
15690,3695000,90,0,0.0,3,5297494.923337092,6343338.129496403
15691,2850000,75,8,0.5,3,5297494.923337092,4811928.571428572
15692,3689000,110,0,1.0,3,4970295.55403868,6057293.357798165
15693,5600000,125,31,3.0,4,4254808.612440191,4063465.3465346536
15694,3350000,90,0,1.0,3,5367273.031914894,3901777.777777778
15695,2715000,100,2,1.0,3,2769582.4657534244,4627249.928571428
15696,3870000,140,31,4.0,4,4871095.435684647,4740909.090909091
15697,5000000,200,5,1.0,3,2769582.4657534244,3419787.8484848486
15698,9750000,100,30,0.5,3,11981780.303030305,12557142.857142856
15700,4990000,140,11,2.0,4,5478152.10355987,5945086.956521739
15701,3049999,110,0,5.0,3,5367273.031914894,6520022.704545454
15702,5250000,130,15,4.0,4,9683732.91925466,5113928.571428572
15703,2800000,95,12,-1.0,3,10309326.797385622,4189333.3333333335
15704,1800000,65,35,0.5,2,4254808.612440191,3666525.423728813
15705,7500000,157,32,1.0,5,10309326.797385622,14869047.61904762
15706,2500000,85,11,0.5,3,4138010.251282051,3517362.068965517
15707,2650000,62,11,1.0,3,5367273.031914894,3901777.777777778
15708,4950000,90,28,1.0,3,7962301.739130435,9074265.306122448
15709,4000000,80,30,2.0,4,5848907.837837838,7837499.9375
15711,18000000,145,0,1.0,4,11259699.059561128,12699506.787330316
15712,1999000,110,6,3.0,3,4970295.55403868,4676827.383297645
15713,4375000,60,0,0.5,2,7962301.739130435,8532544.827586208
15714,2650000,85,26,3.0,3,7754128.301886792,5660806.451612903
15715,2155000,105,31,1.0,4,10309326.797385622,3325000.0
15716,2690000,80,11,6.0,3,3884916.195530726,3555380.9523809524
15717,6500000,180,4,3.0,5,4970295.55403868,6794736.52631579
15718,4500000,98,1,1.0,3,7754128.301886792,5660806.451612903
15719,5100000,140,29,0.0,4,6559200.238609113,12699506.787330316
15720,4500000,115,14,3.0,3,7754128.301886792,5008703.703703703
15721,4450000,85,2,4.0,3,6559200.238609113,4462624.113475177
15722,3000000,65,30,0.0,2,18840772.21851852,8514000.0
15723,2100000,130,26,3.0,4,4138010.251282051,6994235.820895523
15724,8500000,200,0,12.0,6,7962301.739130435,4627578.125
15725,23450000,145,16,4.0,4,18766793.31306991,21011136.363636363
15726,11200000,155,5,2.0,4,7340518.640677966,9458333.333333334
15727,14000000,121,31,1.0,4,18840772.21851852,32659285.71428572
15728,6800000,170,0,5.0,4,7437451.282051282,5049988.159763314
15729,6250000,120,15,3.0,4,8508896.555172414,8331538.461538462
15730,3200000,100,20,1.0,3,10309326.797385622,6471745.098039215
15731,9500000,200,0,6.0,6,4871095.435684647,4813621.621621622
15732,1520000,65,26,0.5,3,3909949.1525423727,4718000.0
15733,6900000,115,46,3.0,4,8397364.775800712,6994235.820895523
15734,5700000,175,11,4.0,5,9683732.91925466,4235833.333333333
15735,2955000,160,16,3.0,4,2769582.4657534244,4884594.567567567
15738,27000000,185,0,3.0,4,16676002.409638554,24290404.04040404
15739,4800000,135,10,4.0,4,5367273.031914894,4706222.804347826
15740,5650000,120,26,2.0,4,8011979.826612903,10140060.606060604
15741,6450000,72,0,4.0,3,7962301.739130435,9215404.624277456
15742,3350000,90,11,0.5,3,5749051.802409639,3863725.0
15743,9200000,175,0,5.0,6,6559200.238609113,4462624.113475177
15746,6000000,79,1,1.0,2,7962301.739130435,6826884.057971015
15747,2875000,75,15,0.5,3,7340518.640677966,6432083.291666667
15748,2450000,70,40,0.0,3,9683732.91925466,5651666.666666667
15749,2985000,95,16,0.5,3,3987994.5945945946,4813397.435897436
15750,10645000,56,0,3.0,2,18766793.31306991,20307026.315789472
15751,2750000,85,5,0.5,3,4059405.832635984,3597857.07936508
15752,2100000,85,37,4.0,3,4547597.902097902,3660625.0
15753,5750000,220,6,14.0,5,2769582.4657534244,4676827.383297645
15754,7500000,85,0,0.0,3,7962301.739130435,7948520.599250936
15755,7000000,115,31,3.0,4,18766793.31306991,9520094.33962264
15756,13850000,125,6,0.0,4,18766793.31306991,20307026.315789472
15758,4699999,120,0,1.0,3,4970295.55403868,6487466.45
15759,5000000,60,0,0.0,3,7962301.739130435,8532544.827586208
15760,2850000,85,20,1.0,3,6559200.238609113,3409197.662790697
15761,1590000,133,0,3.0,3,2769582.4657534244,3705249.9285714286
15762,24970000,132,0,6.0,3,20111125.68306011,20641170.21276596
15763,4300000,155,0,3.0,5,5297494.923337092,3367270.833333333
15764,5200000,110,14,1.0,4,5848907.837837838,6853333.333333333
15765,1450000,100,12,0.5,2,2769582.4657534244,4508500.0
15766,6950000,75,0,1.0,3,7962301.739130435,9215404.624277456
15767,2699000,105,1,2.0,3,2769582.4657534244,2487814.777777778
15768,41000000,200,5,11.0,6,18766793.31306991,21011136.363636363
15769,4450000,90,4,10.0,3,9683732.91925466,5113928.571428572
15770,3750000,95,5,0.0,3,4254808.612440191,4143333.3333333335
15771,1850000,85,50,-0.5,3,4254808.612440191,3948750.0
15772,4650000,145,35,1.0,5,4254808.612440191,3573684.210526316
15773,13300000,130,40,12.0,4,11981780.303030305,12936363.636363637
15774,1749000,145,5,3.0,4,2769582.4657534244,4107124.9583333335
15775,2947000,105,26,-2.0,3,5478152.10355987,6870747.126436782
15776,3500000,85,21,0.5,3,8397364.775800712,3658924.0506329113
15777,1650000,75,7,13.0,2,2769582.4657534244,3409197.662790697
15779,9500000,240,0,5.0,7,4138010.251282051,7672148.4375
15780,6500000,130,35,0.5,4,11259699.059561128,10905714.285714284
15781,9500000,200,26,0.5,3,18840772.21851852,11160270.27027027
15782,7950000,150,30,4.0,4,18840772.21851852,13705463.157894736
15784,4630000,80,5,8.0,3,9683732.91925466,5653750.0
15786,3000000,115,10,4.0,3,2769582.4657534244,2304849.7333333334
15787,2600000,60,26,1.0,2,8397364.775800712,5057080.0
15788,3150000,110,18,2.0,3,6106125.056426332,5872500.0
15789,9000000,191,11,3.0,6,5478152.10355987,4590144.913043479
15791,6250000,130,17,3.0,5,5297494.923337092,4438371.212121212
15792,2850000,65,26,3.0,3,4547597.902097902,3660625.0
15793,1850000,90,0,-2.0,3,4970295.55403868,3526234.2890625
15794,8900000,115,31,1.0,3,8397364.775800712,6540302.631578947
15795,4300000,108,10,4.0,4,5547095.228571429,5728333.333333333
15796,2565000,75,0,0.0,2,7962301.739130435,5226666.666666667
15798,5500000,130,0,0.5,4,6106125.056426332,8019684.777173913
